s#	sname	sex	bdate	height	dorm
08087675	司寇孝进	男	2004-01-30 05:24:19	1.84	西14舍202
06098614	通清	男	2001-10-12 18:28:37	1.57	南25舍113
02080436	梅礼裕	男	2001-04-18 11:57:50	1.41	北21舍814
08087215	习鸣	男	2000-11-12 15:25:50	1.68	东15舍227
05097942	方九悦	女	2003-10-31 04:37:09	1.75	西25舍229
07034598	阳夏旭	男	2004-09-01 18:07:30	1.69	东2舍404
04078755	何莲	女	2003-05-13 17:16:38	1.91	南6舍806
07088891	许霄	女	2002-11-26 13:19:04	1.7	南25舍129
05061676	龚平	男	2002-04-23 11:48:36	1.51	东24舍939
08039583	霍筠	女	2004-04-12 18:50:59	1.91	西5舍106
07006643	袁卡宁	男	2000-07-12 06:35:23	1.57	东19舍917
06066511	毛凯松	男	2002-01-13 17:09:18	1.78	西19舍921
09005534	古家	男	2003-04-22 00:07:51	1.89	北9舍416
08095313	于闾上霄	女	2001-07-02 00:33:50	1.91	西2舍516
05003501	双蓉	女	2003-06-16 08:36:14	1.64	东13舍202
09073969	戈笑武	男	2001-05-29 06:19:23	1.73	西19舍232
08013975	温亮	男	2004-01-14 18:17:26	1.45	东20舍208
08047987	夏侯卡先	男	2000-06-03 09:01:03	1.73	东14舍818
09014633	方蓓	女	2001-07-02 15:49:39	1.69	北21舍805
04079398	米歌山	男	2001-02-27 11:05:26	1.91	北21舍821
07067693	米启	男	2004-03-16 22:25:16	1.43	西16舍121
08063761	金仁琦	女	2000-11-19 22:50:45	1.75	东14舍332
07049975	姜若	男	2004-06-07 18:25:02	1.94	西6舍116
08020464	雷雁	女	2000-11-29 17:45:26	1.53	北22舍437
08026358	乐易朋	男	2000-01-31 10:11:55	1.7	东13舍324
06074554	成卡瑗	女	2001-07-28 22:01:39	1.69	东17舍203
05050029	红咏	女	2002-09-18 01:47:43	1.64	东19舍211
09048077	方义蓓	女	2000-04-14 18:07:18	1.56	南2舍715
09065541	范无进	男	2004-03-07 16:08:44	1.65	东25舍116
08009023	魏忠杰	男	2002-11-08 19:01:47	1.81	东19舍608
04007749	吴九蓓	女	2000-05-11 15:20:46	1.8	东6舍112
08043371	季毓	女	2003-05-10 22:07:05	1.84	东15舍938
05049865	丘左信芸	女	2000-12-27 13:34:19	1.4	北19舍525
02079831	太叔卡民	男	2001-01-31 14:40:37	1.48	北19舍118
05061394	孟茜	女	2000-02-17 01:14:41	1.48	北21舍435
08016061	段干凯斌	男	2001-05-08 04:10:56	1.86	北19舍939
05098185	关易海	男	2000-05-07 23:13:38	1.72	南15舍308
07021252	车辉	男	2001-05-15 11:14:03	1.9	南15舍931
05065115	江上馥	女	2002-09-23 13:46:25	1.7	东18舍106
07088047	鱼玉英	女	2000-10-24 22:04:14	1.79	南10舍927
07079558	郭卡颖	女	2002-10-08 06:35:44	1.91	西25舍627
06004562	翁彪	男	2004-06-22 12:14:36	1.57	东23舍611
09060837	洪君	女	2002-09-29 03:42:56	1.96	南16舍102
04015737	花友辉	男	2004-06-26 03:05:32	1.81	东3舍224
04099847	王电娣	女	2004-05-14 17:07:44	1.84	北4舍812
06010702	荣弘	男	2003-11-06 14:20:19	1.99	南15舍913
04095388	冯叶	女	2003-12-05 13:49:08	1.43	西19舍826
07084548	席孝卿	女	2000-03-05 10:05:27	1.65	西24舍323
05069784	傅歌风	男	2003-10-14 03:06:51	1.98	东8舍907
07073250	陶磊	男	2004-08-19 14:18:26	1.4	南23舍424
09024575	齐泽	男	2000-05-13 01:45:27	1.49	北15舍333
06049754	水友士	男	2004-12-13 12:27:12	1.44	北22舍838
02096976	强友娴	女	2002-03-25 10:48:21	1.5	南11舍609
05041865	冀加文	男	2001-02-03 08:38:21	1.88	南23舍939
08086508	楚雁	女	2000-10-24 20:39:53	1.49	北18舍806
06050741	劳静	女	2002-08-23 04:33:38	1.82	东8舍514
07061869	华都雁	女	2004-07-11 09:47:08	1.81	东23舍224
07067919	史天	男	2003-08-31 12:06:48	1.58	南21舍211
05038486	汪保	男	2002-06-06 05:37:16	1.66	南14舍309
05016480	陆素	女	2004-03-26 19:52:50	1.8	南6舍404
08057559	成凯保	男	2002-01-29 15:13:58	1.43	东10舍329
04055066	汪礼瑗	女	2002-11-11 21:41:35	1.86	东1舍403
09055249	熊歌梁	男	2001-06-13 11:25:40	1.66	北12舍608
02000947	宋礼苑	女	2000-09-06 15:44:09	1.46	西9舍107
07079721	郑智秋	女	2001-10-17 10:45:45	1.67	东23舍913
06034702	司马贞	女	2001-05-13 08:31:52	1.91	东16舍615
09046219	郁器全	男	2000-09-12 12:40:02	1.48	东7舍401
04048342	陶智育	女	2004-08-25 05:13:12	1.91	北6舍336
06058366	冯风	男	2002-07-22 15:52:56	1.77	西24舍838
09066536	习艳	女	2001-08-25 13:37:48	1.46	东3舍105
09090102	丁发	男	2002-06-08 01:07:58	1.68	北24舍233
09068985	齐玉琰	女	2001-11-27 13:29:02	1.48	西16舍804
05051080	弓彬	男	2004-06-30 18:10:13	1.96	北12舍318
06036611	余孝伦	男	2001-11-23 05:02:17	1.44	南11舍927
04059176	曹希	女	2001-04-21 14:35:02	1.55	北6舍818
06056535	东郭树	男	2004-06-23 12:16:04	1.42	南22舍116
05072426	危信叶	女	2001-10-31 08:32:15	1.93	南6舍828
05069210	乌钰静	女	2002-10-12 03:07:10	1.5	西8舍239
05024270	杜晨	男	2001-05-21 13:49:49	1.74	东16舍704
06016434	崔好志	男	2001-09-16 18:54:07	1.62	南17舍806
04038008	乌被克	男	2004-03-20 06:44:11	1.57	东14舍509
07080942	居义	男	2002-01-27 23:29:49	1.73	西22舍226
02075197	程加竹	女	2001-09-11 18:08:05	1.67	南15舍713
06069354	国伟	男	2004-10-14 16:29:27	1.96	南5舍113
04064837	弓德	男	2001-05-09 18:53:22	1.83	北14舍129
06008828	纪谦	男	2002-07-05 05:10:12	1.61	西8舍716
05044700	芮莎	女	2003-01-14 08:43:08	1.67	西17舍425
04037082	田杰	男	2000-10-15 18:52:02	1.86	西11舍536
04000033	陈马翰	男	2002-05-16 06:55:11	1.75	西23舍618
08075291	尚信嘉	女	2004-12-09 20:05:00	1.93	东12舍332
02068633	宫南竹	女	2003-01-13 10:22:26	1.74	北25舍405
04014593	富悦	女	2004-10-22 10:04:20	1.78	北20舍402
04088349	侯诸世	男	2001-02-24 13:42:57	1.57	南5舍733
05000025	宋冠	男	2003-04-22 07:16:14	1.66	东17舍116
07089757	奚忠仪	女	2000-03-03 13:44:01	1.56	南2舍118
05005906	焦中新	男	2003-08-13 04:50:36	1.73	西6舍508
04030538	季贝心	男	2004-07-12 21:40:21	1.75	北17舍927
04010743	杜影	女	2000-10-23 05:59:04	1.76	北2舍904
02011688	韶金晶	女	2000-06-10 15:13:49	1.6	北12舍406
06047419	裴义茂	男	2004-09-03 07:05:06	1.89	东22舍702
07081796	步珍	女	2004-03-30 02:33:26	1.86	西5舍601
04067950	周信雄	男	2004-03-08 07:03:11	1.52	西4舍612
02007852	边河	男	2001-08-03 19:17:17	1.57	北5舍302
06038155	詹菊	女	2001-09-16 03:04:51	1.88	北7舍911
05091759	阳夏九栋	男	2000-12-21 09:49:12	1.5	西10舍701
04026080	公冶电贵	男	2003-12-18 13:45:54	1.82	东20舍226
09031804	宇文无仪	女	2001-05-28 21:27:44	1.42	西25舍302
09026418	田琰	女	2003-07-19 19:46:03	1.82	西6舍808
04066113	田新	男	2003-07-22 20:08:57	1.51	东4舍939
05070691	解笑强	男	2000-02-02 19:50:13	1.45	南2舍505
09023830	邱忠香	女	2000-04-04 03:57:02	1.64	西20舍232
08077186	楚之	男	2004-02-12 23:48:33	1.95	南13舍536
07030525	孟马霞	女	2004-02-10 03:54:28	1.59	北14舍237
09036826	阳淳贝珠	女	2004-05-22 06:13:37	1.77	东3舍409
08036774	宋凯冠	男	2000-10-04 12:48:13	1.76	南3舍821
09090194	费琛	男	2003-06-15 09:26:54	1.8	南7舍214
02058527	习冰	女	2001-04-04 04:51:59	1.88	北24舍305
08026877	储克	男	2003-07-09 06:25:52	1.46	东8舍602
06070422	盖易言	男	2003-08-03 14:29:15	1.71	西4舍412
07075501	阮婵	女	2003-03-28 06:13:04	1.54	北17舍339
06018628	祝玉雪	女	2002-07-22 20:33:31	1.79	南20舍428
07032495	父谷庆	男	2001-06-04 08:03:00	1.58	南25舍229
06041969	董贵	男	2004-01-23 01:48:24	1.6	东24舍934
08095361	王歌志	男	2000-01-31 23:27:28	1.61	南17舍538
09049957	东门卿	女	2004-11-07 00:38:05	1.62	东8舍206
06027294	亓官义叶	女	2001-10-05 16:09:28	1.62	西1舍706
02083889	桂荣	女	2004-10-30 09:26:48	1.54	西4舍219
09021020	宰毅	男	2000-09-30 16:10:42	1.81	南7舍629
07003611	方中飘	女	2003-11-12 19:43:53	1.74	南6舍513
02084466	郑好纯	女	2000-02-12 22:35:56	1.85	北20舍326
07098225	成玉厚	男	2001-04-27 15:57:17	1.81	东7舍406
04050462	包清	男	2002-04-16 14:22:18	1.83	西19舍809
08035811	傅莎	女	2002-01-21 10:46:31	1.44	东23舍707
05064745	卜中杰	男	2002-11-10 09:05:29	1.88	北13舍419
09009761	汪晶	女	2001-09-02 08:09:42	1.78	北5舍426
05097691	皇甫敬	男	2003-04-22 14:34:34	1.58	东7舍122
02068353	寿雅	女	2002-03-24 03:00:02	1.57	东17舍222
04097958	沃亨	男	2002-12-09 17:49:44	1.75	北10舍412
05096278	项玉瑶	女	2004-07-26 05:31:35	1.47	南22舍203
09075131	席电苑	女	2000-08-06 21:53:29	1.64	北17舍624
08002598	曾加胜	男	2000-10-23 22:03:10	1.47	北19舍635
06078667	燕仪	女	2003-04-23 06:35:31	1.54	北1舍338
08009673	文媛	女	2002-12-26 23:51:43	1.58	北9舍429
07077651	喻马聪	女	2004-09-12 03:02:35	1.72	西12舍228
07016553	屠公凯岚	女	2004-03-07 01:53:52	1.73	南11舍315
08029325	毛笑福	男	2003-10-03 05:11:40	1.73	东11舍822
02094304	红永	男	2004-09-21 05:08:08	1.68	北20舍704
02058980	花玉朋	男	2004-07-21 03:15:19	1.8	北19舍739
05007667	洪贝昭	女	2004-09-15 20:22:32	1.54	南8舍515
06077765	计晨	男	2000-12-05 09:22:05	1.77	南11舍114
05048526	魏倩	女	2001-05-17 09:23:36	1.95	东8舍103
08012492	宣思	女	2004-08-15 22:18:17	1.7	北1舍419
02061584	费无梦	女	2001-11-24 08:42:34	1.73	北13舍822
05022670	牧姣	女	2000-08-31 06:04:04	1.67	东25舍605
04060502	关都荣	女	2002-11-15 16:34:33	1.8	西21舍932
07059079	宗善	男	2001-08-06 16:16:51	1.57	北18舍123
09091367	刘九丹	女	2001-07-16 17:17:21	1.84	东4舍328
07091216	董群	男	2004-01-14 20:49:21	1.94	北25舍825
05049553	伍笑固	男	2002-01-18 11:18:30	1.61	东5舍216
05088898	潘树	男	2000-07-07 20:07:12	1.52	西14舍106
09058561	童凯富	男	2003-01-05 22:07:34	1.99	南20舍601
04071146	沈芳	女	2004-07-16 11:56:40	1.41	北24舍614
06067922	伍娟	女	2002-01-22 13:56:05	1.79	北6舍223
07002787	吉金宜	女	2004-11-24 03:31:38	1.52	西6舍328
08089464	舒钰真	女	2002-08-18 18:45:23	1.45	西25舍134
07064885	周政	男	2001-01-21 19:20:53	1.41	南16舍826
09088805	解飘	女	2002-12-01 05:12:04	1.68	西16舍903
04047971	邱好冰	女	2000-04-23 11:10:19	1.95	南22舍127
08026288	傅雪	女	2001-06-22 18:34:23	1.6	南11舍426
04072785	羊马琼	女	2004-12-05 06:33:31	1.72	南21舍729
04064833	步九以	男	2004-06-02 18:58:51	1.99	南19舍804
04003384	红九武	男	2003-05-09 23:54:53	1.83	南1舍538
04008687	宣珠	女	2004-08-28 17:43:58	1.87	东17舍326
06039378	于闾美	女	2002-02-06 03:57:06	1.91	西22舍323
05069749	韦笑策	男	2004-02-09 04:24:17	1.48	南25舍338
09007659	终震	男	2001-10-24 08:01:07	1.63	东3舍127
04073193	黄被善	男	2000-04-07 08:29:05	1.98	南18舍713
08029119	姜忠羽	女	2000-06-30 09:25:07	1.77	西15舍213
04043265	葛中岩	男	2003-11-27 09:59:15	1.72	西3舍407
07082088	李电凝	女	2003-04-14 06:27:11	1.97	南22舍704
06074577	闫可	女	2000-04-09 18:23:31	1.95	西6舍204
08013284	花风	男	2000-08-12 16:26:49	1.55	南24舍707
04057550	郎九栋	男	2003-09-22 01:59:05	1.61	东24舍136
07073096	干百友飘	女	2002-10-10 09:39:07	1.47	南24舍307
05022148	成义学	男	2001-07-26 12:42:43	1.77	西9舍622
09071812	明娣	女	2001-04-01 15:05:13	1.54	北20舍711
08028378	太叔贝锦	女	2003-01-05 08:23:55	1.82	南17舍717
09057179	邬上绍	男	2001-12-12 01:42:29	1.77	南17舍802
09026117	范以	男	2002-08-21 16:52:23	1.92	东7舍309
08066146	钟利	男	2002-01-13 18:26:14	1.72	北19舍435
08037262	靳易保	男	2000-09-27 20:18:35	1.83	东23舍815
07038961	万友婵	女	2004-10-08 12:55:36	1.92	南3舍207
02048012	韦寒	女	2000-06-05 14:31:05	1.47	北20舍517
04028320	倪富	男	2004-11-08 10:06:40	1.72	南20舍335
08088359	红钰青	女	2000-09-23 07:56:27	1.65	东21舍513
04002319	司仁义	男	2000-06-19 22:41:01	1.47	东18舍125
09086024	终邦	男	2004-11-16 01:52:26	1.53	东11舍118
08048877	崔海	男	2001-04-01 17:49:47	1.63	北14舍202
08006761	濮阳好震	男	2001-11-29 21:30:30	1.55	南8舍318
04021611	步家	男	2001-01-30 20:52:25	1.41	北19舍506
09034404	袁凯哲	男	2003-01-23 07:28:32	1.48	东14舍319
04050927	缪被佳	女	2001-11-13 05:37:48	1.74	南3舍325
07064671	幸明	男	2004-02-17 20:27:09	1.45	东13舍436
04078311	吉华	女	2004-02-01 02:19:40	1.42	北23舍302
05078104	居仁莲	女	2003-03-14 21:15:01	1.97	东8舍926
02087655	田瑶	女	2001-10-11 02:27:13	1.62	东1舍329
04056918	车伊	女	2002-08-04 13:09:39	1.44	西20舍818
06037960	步富	男	2003-03-23 21:46:37	1.51	北6舍702
08041254	车礼竹	女	2001-05-01 21:52:32	1.8	南20舍632
08052485	宁歌良	男	2000-05-19 09:51:36	1.73	东21舍203
05020381	罗友欢	女	2003-02-13 04:23:58	1.64	南18舍804
04092176	莫金滢	女	2004-06-14 08:02:27	1.75	西6舍715
07000852	熊器锦	女	2003-03-16 09:53:57	1.82	南11舍106
06099865	苏马伟	男	2001-05-21 17:49:27	1.44	南15舍337
08064420	解珍	女	2003-07-21 17:23:47	1.97	北19舍519
05052693	龚被环	女	2000-01-23 00:55:48	1.79	东7舍816
05010366	钱钰思	女	2003-03-16 10:19:48	1.43	北23舍623
06023049	宁政	男	2002-03-20 04:13:24	1.91	南2舍804
07086247	祖雄	男	2002-04-16 16:09:11	1.48	北17舍906
04000165	容莎	女	2003-11-27 13:39:45	1.44	南25舍208
08074708	徐良	男	2002-11-12 08:15:43	1.65	北15舍428
08078530	刘孝伯	男	2003-05-27 14:48:30	1.86	西15舍223
07060444	梅金岩	男	2001-08-22 22:03:41	1.95	北22舍605
02051096	宣都澜	女	2002-09-03 00:35:56	1.52	西19舍805
04096698	金玉庆	男	2002-08-22 06:35:12	1.69	东22舍938
07080911	通怡	女	2001-10-24 11:08:29	1.88	西8舍414
04017787	乔加诚	男	2000-04-26 15:10:56	1.66	南15舍921
02072455	徐黛	女	2000-01-11 14:46:18	1.63	北25舍906
08025429	柯马翔	男	2003-10-02 21:51:29	1.9	南16舍322
05039587	山钰青	女	2004-04-19 21:21:35	1.42	西6舍106
05053323	巴凯育	女	2001-10-24 09:33:59	1.77	北10舍517
05090639	姜雄	男	2000-11-20 19:37:29	1.53	北9舍934
04003021	项金炎	男	2001-11-09 11:39:16	1.68	南17舍936
08045711	梁段永	男	2003-11-06 10:11:55	1.96	北25舍118
06013198	邹歌奇	男	2001-02-02 01:34:39	1.59	东25舍323
06043122	刁厚	男	2003-03-26 06:04:15	1.58	北12舍228
07092789	叔申忠超	男	2003-03-30 02:27:15	1.81	西11舍221
09069712	方电亚	女	2002-04-17 22:20:06	1.84	东14舍928
09077126	燕器厚	男	2004-01-27 03:03:13	1.97	北17舍639
04082828	雷娅	女	2004-12-20 02:31:55	1.99	北9舍635
02001863	车好蓓	女	2001-04-11 20:27:10	1.99	南11舍111
02089496	黎上晨	男	2003-08-12 02:00:10	1.84	南15舍338
09016110	崔都蕊	女	2004-11-05 05:09:22	1.91	东13舍312
08098274	冀孝启	男	2000-02-08 00:04:53	1.65	东9舍134
02066355	焦都泰	男	2002-02-04 09:28:24	1.53	东14舍701
04050080	壤驷中娴	女	2002-11-04 10:04:58	1.85	北17舍321
05007818	舒马茗	女	2002-06-26 17:27:41	1.51	南18舍104
09048141	焦笑彪	男	2002-09-11 20:12:01	1.42	西24舍106
02087480	昌被家	男	2004-04-14 22:37:40	1.51	北16舍624
05071487	文长香	女	2004-11-19 22:48:25	1.93	西25舍101
05009203	丘司莎	女	2004-02-17 15:06:35	1.8	南25舍225
04086240	孙仁震	男	2003-11-11 21:47:37	1.45	东9舍405
09044832	巴枝	女	2004-08-10 15:11:23	1.48	南2舍505
05077272	杭孝雄	男	2003-03-09 00:10:35	1.41	北19舍812
04090721	国义锦	女	2004-03-29 18:32:57	1.74	东9舍638
04000771	茹鸣	男	2002-11-19 09:41:17	1.72	西10舍708
08023343	晋雪	女	2000-07-01 06:46:40	1.53	北4舍101
06049000	田琼	女	2003-08-30 20:49:05	1.91	北4舍228
09009006	霍希	女	2001-10-26 05:59:52	1.82	东21舍329
04080380	秦孝露	女	2003-06-25 22:05:21	1.86	南20舍401
04060941	宋忠友	男	2003-05-03 04:00:56	1.74	北4舍634
08034639	山礼群	男	2003-08-14 04:08:17	1.8	西2舍622
08063265	伊泰	男	2003-10-19 00:21:13	1.55	西9舍133
08008182	武易富	男	2004-09-14 19:26:42	1.79	西11舍206
09058226	严发	男	2004-08-07 00:54:12	1.63	西8舍719
06044528	褚忠洁	女	2004-07-16 15:35:21	1.76	东22舍122
06027036	明谦	男	2000-06-22 13:26:54	1.9	东24舍532
05041534	曹伊	女	2000-11-18 14:37:26	1.76	西20舍615
02040332	高都飘	女	2000-03-06 02:12:53	1.58	南22舍314
04046820	柳兰	女	2002-05-27 06:59:06	1.88	南9舍829
02080671	严珍	女	2003-09-29 08:26:25	1.85	南7舍818
09081001	谷玉良	男	2000-08-01 16:02:23	1.47	东7舍402
06017378	幸凡	女	2001-04-26 14:21:13	1.53	北4舍214
09032207	习华	女	2002-11-03 15:14:44	1.94	东6舍903
02043182	郑澜	女	2001-03-24 14:39:39	1.72	北16舍114
04050242	干都文	男	2004-05-17 22:03:16	1.66	南4舍213
02012203	宫南刚	男	2000-01-20 22:41:59	1.5	西19舍209
08064310	宰好艳	女	2001-12-15 14:43:40	1.91	南12舍135
09004082	门呼贝富	男	2002-03-28 15:48:06	1.46	南3舍104
07037118	潘信	男	2000-09-27 22:15:06	1.97	南15舍536
05040586	左易良	男	2004-09-30 05:46:20	1.99	东1舍228
06015023	吕无浩	男	2003-07-23 09:46:56	1.51	南17舍836
04080253	宗加光	男	2004-02-11 01:48:37	1.77	南9舍505
07083214	屈马眉	女	2001-11-27 14:58:03	1.79	南9舍515
06054402	邓瑞	女	2000-11-06 00:33:55	1.94	北1舍527
05090748	于卡蕊	女	2003-03-04 15:48:47	1.54	南6舍213
07064228	储信岩	男	2001-06-11 16:55:09	1.88	西22舍534
06096315	方赫荣	女	2002-09-19 04:29:31	1.79	北25舍832
08054036	宰菁	女	2001-07-22 17:01:24	1.51	南4舍226
02082967	郁玉茂	男	2001-12-16 06:48:13	1.57	南1舍725
06061236	松亨	男	2002-05-20 22:17:26	1.84	西15舍208
04025277	焦玉友	男	2004-07-03 16:36:28	1.81	南11舍431
06064953	苏礼裕	男	2004-08-15 10:11:38	1.89	西3舍737
05052221	游无青	女	2001-02-03 01:08:35	1.99	南23舍314
04009674	毛歌琳	女	2001-11-19 15:03:11	1.95	东11舍739
04051828	严义义	男	2003-07-25 13:59:25	1.82	南4舍136
02065484	金全	男	2001-06-09 03:55:59	1.47	南19舍822
02017481	公孙义琴	女	2001-04-14 13:06:15	1.69	南4舍207
05092249	景贝莺	女	2004-11-07 22:42:50	1.63	北16舍613
09023801	周马澜	女	2001-03-15 16:27:43	1.57	东11舍735
08055657	关露	女	2004-02-03 07:25:23	1.87	南21舍118
08025451	宣融	女	2004-09-18 15:03:55	1.9	北7舍435
07010947	成贞	女	2000-07-02 06:42:21	1.65	西20舍139
09050465	文信伟	男	2001-11-20 11:18:35	1.5	南7舍503
06061491	滑梦	女	2002-12-26 15:35:14	1.93	北3舍314
06077840	诸钰怡	女	2002-12-09 09:51:59	1.99	东16舍412
07074635	孔礼超	男	2002-01-16 16:42:44	1.53	西16舍905
06089068	明孝淑	女	2002-07-13 18:51:07	1.74	北11舍429
04082797	庄贝宁	男	2000-03-28 08:23:21	1.57	东21舍723
07024617	宗朋	男	2003-04-27 23:02:46	1.79	东11舍711
05099295	牛巧	女	2002-02-05 13:02:03	1.79	南1舍714
02039203	吕义卿	女	2003-07-21 18:57:26	1.46	北23舍513
09088408	益亮	男	2003-01-23 17:17:39	1.82	西19舍816
02025130	武电妹	女	2001-11-02 15:02:35	1.86	南16舍629
04041915	严易蓉	女	2000-06-02 14:07:10	1.71	南12舍914
08033634	宰父友影	女	2003-05-12 05:37:33	1.44	北8舍715
02033197	洪加广	男	2002-01-13 15:35:39	1.69	西2舍723
06079536	马保	男	2002-03-29 14:17:51	1.62	东12舍433
08006310	童贝松	男	2002-10-21 17:34:34	1.83	西21舍932
02003009	徐凯生	男	2003-10-13 03:21:50	1.96	南25舍125
07037870	居友伦	男	2001-11-24 02:59:26	1.87	西25舍224
09083199	官欧保	男	2004-10-06 15:20:17	1.85	西15舍708
08043340	邬河	男	2000-01-07 09:35:01	1.41	东19舍913
09020588	麻育	女	2002-10-14 16:10:41	1.45	南25舍216
06094932	督子友光	男	2001-02-25 06:20:52	1.44	南21舍308
08008840	公良晶	女	2004-02-27 05:42:24	1.55	西15舍708
08077668	郁玲	女	2001-04-23 18:05:10	1.5	东9舍938
09002285	单卡融	女	2001-09-17 14:15:41	1.51	东21舍322
02044318	毛茂	男	2003-05-25 13:50:53	1.69	西18舍233
04039485	甫尉美	女	2001-08-30 22:37:53	1.56	北23舍534
08031118	葛电融	女	2003-02-20 00:52:53	1.74	南3舍108
02050641	葛兴	男	2003-07-13 07:52:17	1.67	北3舍309
06020762	羊绍	男	2003-08-03 21:03:10	1.64	南2舍501
05033352	牧朋	男	2003-10-12 09:30:40	1.89	南4舍717
06001737	喻易茂	男	2003-04-27 09:10:38	1.97	东23舍232
05037803	柳器馨	女	2004-12-08 22:36:46	1.42	南13舍225
07038076	马信霭	女	2004-02-29 14:48:03	1.7	东6舍901
02033322	乔仁俊	男	2002-11-24 12:14:29	1.66	北13舍917
02076262	符蕊	女	2000-06-27 00:18:08	1.62	北9舍426
08006319	雕乐凯悦	女	2000-12-03 03:36:38	1.45	北24舍105
06048560	冀栋	男	2000-03-25 00:15:01	1.98	北8舍937
09040475	伍宁	男	2001-09-21 10:58:23	1.68	西18舍514
09069963	逄礼雅	女	2002-09-28 01:01:40	1.7	西12舍705
02071291	蒋笑梁	男	2004-11-02 02:27:03	1.95	南18舍638
09082522	颛孙马亚	女	2004-02-22 01:42:17	1.77	南1舍231
06062565	夏钰蓓	女	2002-05-13 21:37:14	1.44	东17舍612
07082598	房卡艺	女	2002-08-12 00:05:31	1.91	南16舍531
07061416	江澜	女	2002-07-19 14:20:26	1.96	北9舍132
07077562	祝智泰	男	2002-08-25 17:54:46	1.86	西25舍611
08032227	史友波	男	2004-09-04 07:03:03	1.62	东23舍514
07086631	子颛胜	男	2000-07-05 00:12:49	1.71	东3舍437
09023629	车辉	男	2001-08-18 16:07:28	1.72	西9舍823
02017845	梅金生	男	2000-04-23 09:08:18	1.74	西24舍401
02019968	宣中芸	女	2002-01-05 10:35:05	1.59	东13舍517
07019862	郎马斌	男	2004-03-05 22:29:44	1.98	西9舍234
07084825	衡舒	女	2003-06-08 04:53:51	1.65	北11舍724
06004183	殴都腾	男	2002-02-17 16:42:07	1.85	西23舍912
06029944	麻鹏	男	2002-01-02 13:59:12	1.52	南24舍322
05087031	李电宁	女	2002-11-29 05:28:31	1.45	北19舍413
09081076	汤琬	女	2001-10-20 20:45:40	1.78	南3舍139
04092857	韩九平	男	2004-01-15 08:07:09	1.85	东6舍432
07044136	束仁邦	男	2003-11-12 23:15:37	1.87	南15舍502
05005899	严玉广	男	2000-01-07 21:46:19	1.69	南3舍237
